,DATE,ORG,PER,LOC
bam,0.9680655598640442,0.9574773907661438,0.9700724482536316,0.9482606649398804
bbj,0.9548225998878479,0.9771912693977356,0.9728689789772034,0.9217322468757629
ewe,0.9537973999977112,0.9825646877288818,0.9697532057762146,0.9570837020874023
fon,0.9431626200675964,0.9802451729774475,0.9744265079498291,0.9303631782531738
hau,0.9492344856262207,0.97471022605896,0.9643383026123047,0.920002281665802
ibo,0.9845138788223267,0.978440523147583,0.9787467122077942,0.9194107055664062
kin,0.980549156665802,0.9885292649269104,0.9731560945510864,0.9596267938613892
lug,0.9814767241477966,0.9634931087493896,0.9723916053771973,0.9705085754394531
luo,0.9696059226989746,0.9806121587753296,0.9677942395210266,0.9664629697799683
mos,0.9395411014556885,0.9748494625091553,0.9788735508918762,0.9384186863899231
nya,0.9675019979476929,0.985288143157959,0.979479193687439,0.942552924156189
pcm,0.904199481010437,0.951924204826355,0.9736555218696594,0.9569995999336243
sna,0.9813962578773499,0.9717165231704712,0.9656030535697937,0.9406728148460388
swa,0.9191423654556274,0.9528794288635254,0.9748908877372742,0.9690942764282227
tsn,0.9791561961174011,0.979015588760376,0.9750733971595764,0.9542307257652283
twi,0.9683008193969727,0.986818790435791,0.9769293665885925,0.9701205492019653
wol,0.9779396057128906,0.9811068177223206,0.9799079895019531,0.9224463105201721
xho,0.9663639664649963,0.9752531051635742,0.9646353721618652,0.9294639825820923
yor,0.9607935547828674,0.9604243040084839,0.9630330204963684,0.9154154062271118
zul,0.9762782454490662,0.983848512172699,0.9701099991798401,0.9505913257598877
