,DATE,ORG,PER,LOC
bam,0.9755533933639526,0.9654321074485779,0.9811851382255554,0.9615312814712524
bbj,0.9695039987564087,0.9809584021568298,0.9814154505729675,0.9419984221458435
ewe,0.9646790027618408,0.9823683500289917,0.9806088209152222,0.9684628844261169
fon,0.9648805856704712,0.9815035462379456,0.9831433296203613,0.9488459229469299
hau,0.943932056427002,0.9760481715202332,0.9754244089126587,0.9430976510047913
ibo,0.9908543229103088,0.9772409796714783,0.9855815172195435,0.9419193863868713
kin,0.9882319569587708,0.9871565103530884,0.980991005897522,0.9711146354675293
lug,0.986322283744812,0.9640552401542664,0.9826724529266357,0.9786802530288696
luo,0.9804317355155945,0.9790948033332825,0.9794570803642273,0.9756465554237366
mos,0.9578697085380554,0.9792819619178772,0.985839307308197,0.9557710886001587
nya,0.9681827425956726,0.9841247797012329,0.9868332147598267,0.9572822451591492
pcm,0.9254472851753235,0.9515412449836731,0.9809891581535339,0.9687214493751526
sna,0.9867429733276367,0.9722077250480652,0.9768025279045105,0.9569795727729797
swa,0.937312126159668,0.9557330012321472,0.9837086200714111,0.9768102169036865
tsn,0.9855573177337646,0.977969229221344,0.9840028882026672,0.9663916230201721
twi,0.9803997278213501,0.9854069352149963,0.9843611121177673,0.978280782699585
wol,0.9852522611618042,0.9803268909454346,0.9868193864822388,0.9428264498710632
xho,0.976381242275238,0.9771252870559692,0.9757952690124512,0.9476943016052246
yor,0.9758418202400208,0.9715780019760132,0.9787256121635437,0.9282894134521484
zul,0.983278751373291,0.9826757907867432,0.9799708724021912,0.963683545589447
