,ORG,DATE,LOC,PER,Mean
lug,0.9881023168563843,,,0.9381465911865234,0.9827499176774707
ibo,0.9732622504234314,,0.9847136735916138,,0.9789879620075226
nya,0.9758912324905396,,0.9809870719909668,,0.9784391522407532
sna,,,0.9839380383491516,0.9277148246765137,0.9779141225985118
hau,0.9823808670043945,,,0.9367488026618958,0.9774917172534126
twi,0.9825487732887268,,0.9743751287460327,0.9338105320930481,0.9759345122103421
tsn,0.9719870686531067,,0.9777511954307556,,0.9748691320419312
xho,,,0.9784088730812073,0.9194981455802917,0.9720970094203949
wol,0.966500997543335,,0.97550368309021,,0.9710023403167725
mos,0.9742951989173889,,,0.9274293184280396,0.9692738545792443
zul,,,0.9657551050186157,,0.9657551050186157
fon,0.9643499255180359,,0.9723736047744751,0.9185144305229187,0.9655402179034251
luo,0.9652850031852722,,,0.9352786540985107,0.9620700372116906
swa,,,0.9605881571769714,0.9337140321731567,0.9577087866408485
yor,0.9608300924301147,,0.9528321623802185,,0.9568311274051666
bbj,0.9558738470077515,,0.9531643986701965,,0.954519122838974
ewe,0.9571052193641663,,,0.9272756576538086,0.9539091948951993
kin,0.9739044308662415,,0.9296391606330872,,0.9517717957496643
bam,0.9129788875579834,,0.9757083654403687,,0.944343626499176
pcm,,,0.9403442144393921,0.9228835105895996,0.9384734247412
